release_date,CGN,brief_description,detailed_description,executor_type,executor_name,price_currency,customer_name,customer_type,bidding_agent
2023-06-13,CGN-202304060019,Закупка матрицы комплексной автоматизированной системы электроснабжения 2023 года (пункт 3),Закупка матрицы комплексной автоматизированной системы электроснабжения 2023 года (третий пункт),Участники,Четверка в Пекине,CNY,Чайна энтропия,Приглашение,Чайна инжиниринг лимитед
2023-08-07,CGN-202306020008,Проект оборудования системы мониторинга радиационной среды на АЭС Тэпин,Оборудование системы мониторинга радиационной среды на атомных электростанциях в Бен-Пинлинге,Название проекта,Китай и Китай (Пекин),RMB,Технологии эксплуатации и радиационный мониторинг (Шэньчжэнь),Заявители,Чайна инжиниринг лимитед
2023-05-18,CGN-20230220010,"2-й проект порта Хиросимы для технического обслуживания и коммуникационного оборудования
(перестройка одного этапа)",Технические услуги и коммуникационное оборудование для проекта порта Хиросимы II (перестройка 1),Производитель,Channel Mix,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-06-30,CGN-20230410007,Закупка шкафов небезопасного уровня для маломасштабной системы управления DCS на атомных электростанциях,Закупка незащищенных шкафов для маломасштабной проектной системы DCS на атомных электростанциях (размер 03_ Небезопасная система управления DCS на атомных электростанциях),Производитель,"Ory, Техас",CNY,"Хинли инжиниринг инжиниринг, Пекин",Заявители,Чайна инжиниринг лимитед
2023-08-23,CGN-202307050010,Закупка ретрансформатора проекта 1 млн кВт (2 шт) на базе экологически чистой энергии в Китае,Закупка ретрансформатора проекта 1 млн. киловатт-Вт на базе экологически чистой энергетики в регионе (2 шт),Синьцзян,Синьцзян,CNY,солнечная энергетика Тумушук,Покупатель,Чайна инжиниринг лимитед
2023-02-14,CGN-20221221001,Закупка услуг по геологической съемке и оценке опасности геологических катастроф,Закупка услуг по геодезической съемке и оценке опасности геологических катастроф для определения проекта,Инспекции,Китайская топографическая компания,RMB,Китайская академия ядерных исследований,Приглашение,Чайна инжиниринг лимитед
2023-07-19,CGN-20230303003,Инструкции результатов в рамках проекта поддержки разработки программного обеспечения компании IQ (01_Smart Business),Проект поддержки разработки программного обеспечения для компании «Эксперимент 01 - Интеллектуальный бизнес»,Ведущий,Шэньчжэнь,CNY,компания с ограниченной ответственностью (Шэньчжэнь),Приглашенный,Чайна инжиниринг лимитед
2023-05-18,CGN-202303140015,В 2023 году была произведена совместная закупка второго кабеля (первый пункт: кабель в районе Цинхай),Вторая совместная закупка кабельного кабеля в 2023 году (первый пункт: кабель в районе Цинхай),Партнеры,Хэбэй,CNY,Чайна Хиросима,Приглашение,Чайна инжиниринг лимитед
2023-07-17,CGN-20230516008,"200 МВт нового энергетического + энергетического проекта 200 МВт в районе Хэйлунцзянгана в рамках проекта по закупке электрической линии (пункт 1)
Результаты",200 МВт нового энергетического + энергетического проекта 200 МВт в районе Бен-Геронцзянгана (пункт 1),Инсталляция,компания с ограниченной ответственностью за установку электроснабжения в городе Хэйлунцзян,¥,China and China New Energy Co. Ltd.,Участник,Чайна инжиниринг лимитед
2023-09-08,CGN-202307050024,Проект под названием «Проект обновления электрооборудования для офисных жилых помещений в Большом заливе 2023 года»,Проект под названием «Проект обновления электрооборудования для офисных жилых помещений в Большом заливе 2023 года»,1998 - 1999 годы,1998 - 1999 годы,юань,компания с ограниченной ответственностью за управление ядерной энергетикой в Большом заливе,Прием,Чайна инжиниринг лимитед
2023-08-31,CGN-202305240006,2023 г. - 5-й пункт контрольного набора новых источников энергии.,5-й пункт 5-го контрольного пакета 2023 года в рамках второй серии 2023 года.,Инжиниринговая компания,Далянь,юань,China & China 's New Energy Ltd. Dun State Company,Приглашаем,Чайна инжиниринг лимитед
2023-06-16,CGN-202303010008-N2,Закупка азотной кислоты компанией ха (второй повторный тендер),Закупка азотной солью компании Нитраты (2-й повторный тендер),Партнеры,перейдите в город и фабрики,¥,China Solars Dingha Ltd,Участник,Чайна инжиниринг лимитед
2023-09-13,CGN-202307130004,"Краткая информация о результатах, указанных в рамочном наборе оборудования для хранения энергии на 2023-2024 годы (6 маркеров)",Базовый набор оборудования для хранения энергии с 2023 по 2024 год (6 предложений),Составитель проекта,Сычуаньский умный терминал,CNY,Чайна энтропия,Приглашение,Чайна инжиниринг лимитед
2023-04-18,CGN-20230227006,2023 г. Закупка ретрансформатора для новых источников энергии в Китае - результаты проекта Хайнань Вэньчун Тэ,2023 г. Закупка ретрансформатора в Китае и Китае - проект Хайнань Ванчанда,Производитель,Covartis Data Company,CNY,China 's Nuclear (Winчан) New Energy Ltd,Участник,Чайна инжиниринг лимитед
2023-08-02,CGN-202305310004,В 2023 году была произведена совместная закупка 4-го кабеля (третий пункт: региональный кабель Сычуань),В 2023 году будет произведена слияние 4-го кабеля (третий пункт: региональный кабель Сычуань),Производитель,China Tech,¥,"Ветроэнергетика, Чайна",Участники торгов,Чайна инжиниринг лимитед
2023-08-09,CGN-20230606006,Проект LOT130Ra для замены оборудования для перевалки,"Наименование проекта СК, проект LOT130Ra, для замены оборудования для перевалки",Производитель,Download,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2022-12-23,CGN-C20221027002,"3-й и 4-й блоки LOT160Ca ARE-ARE
Проект резолюции
Циркуляр результатов","LOT160Ca, LOT160Ca, LOT160Ca, в рамках проекта были определены следующие участники",Наименование проекта,Шэньчжэнь,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-09-13,CGN-202307040023,Закупка 1 млн. кВт фотоэлектрических компонентов (2 шт) на базе экологически чистых источников энергии в Китае,Закупка 1 млн. кВт фотоэлектрических компонентов проекта на базе экологически чистых источников энергии в Китае (2 тендера),Разработчик,Lonkey Green Energy Inc.,CNY,солнечная энергетика Тумушук,Покупатель,Чайна инжиниринг лимитед
2023-08-29,CGN-20230705006,20 МВт проект строительства фотоэлектрической сети Чайна,Проект строительства фотоэлектрической сети мощностью 20 МВт в рамках проекта по строительству фотоэлектрической сети Чайна,Китай,Китайская ядерная промышленность,¥,China Solar Chamber Ltd,Участник,Чайна инжиниринг лимитед
2023-07-21,CGN-20230508002,Результаты проекта AD и проекта BZ LOT42Ab (конденсационные насосы и низкогабаритные насосы),Проект AD и проект BZ LOT42Ab (конденсивные насосы и низкогабаритные насосы),Партнеры,Шэньян,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-06-09,CGN-20230425005,"Информация о результатах, полученных в рамках проекта CS по мониторингу водной среды",Услуги по мониторингу водной среды в рамках проекта CS,Чжэцзянский совет по водным ресурсам,Чжэцзянский совет по водным ресурсам,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-03-01,CGN-20230109001,Проект LOT140Cf,В проект AN LOT140Cf были добавлены новые ядерно-уровняющие трубы для определения победителей проекта.,Партнеры,Ниси,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-06-05,CGN-20230314006,"Проект LOT140Cg, проект Бесшовные трубы для углеродной стали",В рамках проекта LOT140Cg Углеродная сталь для определения проекта,Наименование проекта,LOT140Cg,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-08-08,CGN-202304270012-N1,Объяснение результатов в системе командования ядерными чрезвычайными ситуациями LOT19B,Система управления чрезвычайными ситуациями LOT19B проекта 5 и 6,Разработчик,Siandong Telecom Ltd,CNY,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-05-10,CGN-202303200011,500 МВт наземной ветроэнергетической базе в Цинхай,500 МВт наземного ветроэнергетического проекта на базе Голубого моря,Производитель,China Electric Company,¥,Чайна Хиросима,Участники торгов,Чайна инжиниринг лимитед
2023-06-28,CGN-20230425003,В 2023 году была произведена третья совместная закупка кабелей (пункт 2: Синьцзянский региональный кабель),В 2023 году Китай и Китай закупили третий кабельный слиток (пункт 2: Синьцзянский районный кабель),Производитель,Hong Kong,CNY,Song Kong Guinema,Заказчик,Чайна инжиниринг лимитед
2023-01-30,CGN-20220920003-N1,"10,27 МВт распределенного фотоэлектрического ПК на крыше (перезаключение)","10,27 МВт распределенного фотоэлектрического ПК на крыше (перезакупка)",Производитель,Santiphua Lab,¥,"China and China New Energy Songs, Inc.",Участники конкурса,Чайна инжиниринг лимитед
2022-12-05,CGN-20221020003,Вуханьский проект по распределенному фотоэлектрическому подряду EPC,Проект распределенной фотоэлектрической электроники EPC Hong Kong China Hong Kong,Компания,Синьцзяна,¥,China New Energy Lakes Ltd,Участник,Чайна инжиниринг лимитед
2023-02-28,20220929003,"Оборудование GIS и дизельное топливо для проекта морской ветровой электростанции 2PA в порту Вайчжоу
Проект создания генераторов",Оборудование GIS и дизельные генераторы в морской ветряной станции 2PA в порту Бенедикта,Наименование проекта,Shanghai Singles Chart,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-05-09,CGN-20230306005,Объявлены результаты первого контрольного пункта 3 проекта 2023 года,Третий абзац для первого контрольного скопления новых источников энергии в 2023 году,Партнеры,Ганджида,¥,Qualcomm Power,Участник,Чайна инжиниринг лимитед
2023-04-14,CGN-20230223002,70 МВт в проектно-конструкторской съемки 70 МВт наземной ветроэнергетики в шести специальных районах Китая,70 МВт проект по проектированию наземной ветроэнергетики в шести областных зонах Хиросимы,Китайский электростроительный блок,Пекинский институт геодезии,¥,Rongyon Power Company,Участник,Чайна инжиниринг лимитед
2023-01-30,CGN-20221117004,"В 2022 году была произведена совместная закупка оборудования для замены коробок (второй пункт: ветряная коробка в Синьцзяне)
плодов",Совместимая закупка оборудования для преобразования коробок в 2022 году (пункт 2: Ветряный ящик в Синьцзян-Тауне),Производитель,China Electric Company,¥,China and China New Energy Tori Ltd,Участник,Чайна инжиниринг лимитед
2023-08-31,CGN-20230629002,"AD, CS проект LOT4 Покупка аэродинамических блоков","AD, CS-проект LOT4 Закупка аэронавигационной группы (номер тендера: CGN-20230629002) для определения победителей проекта, например",Разработчик,Shanghai Ingsoran Computer,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2022-11-24,CGN-202209130004-N1,"Инструкция по проектированию (перезакупка) комплексного энергетического проекта Гиллинда Анджесилу
плодов",Интегрированный контроль за проектным проектом по интродуктивной энергии Гиллинда Анджесилу (перезапрашивается),Контролер,Инк.,¥,Гранд-Ан,Участники торгов,Чайна инжиниринг лимитед
2022-11-23,CGN-20221010003,Синьцзян-Уйгурское оборудование связи,Закупка оборудования для связи с джиминой в Синьцзяне,Информация о кандидатах,Синьцзян,¥,Song Kong Guinema,Заказчик,Чайна инжиниринг лимитед
2023-05-30,CGN-20230330001,Проект SK LOT140Cj (Устройство крупного калибра нержавеющей стали на атомном уровне),Данный проект SK LOT140Cj (Устройство крупного калибра нержавеющей стали ядерного класса),Производитель,Jiangsu Huawei,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-07-03,CGN-202301160008-N1,"Экспериментальный проект по накоплению тепловых электростанций с нулевым углеродом на снежном плато Ali 150 МВт в Тибете
Приобретение (перезакупка) оборудования для генераторов на колесах","Экспериментальный проект по фотоэлектрическому генератору с нулевым содержанием углерода на снежном плато Ali 150 МВт в Тибете
Закупка оборудования (перезакупка)",Производитель,Shanghai Motor Company,¥,Чайна Хиросима,Участники торгов,Чайна инжиниринг лимитед
2023-07-18,CGN-20230606003,В Синьцзян-Тауне поступила информация о результатах строительного проекта.,Синьцзян-Уйгурский проект по закупке линий электропередачи,Победитель,Tata City,CNY,Торри,Приглашение,Чайна инжиниринг лимитед
2023-09-11,CGN-20221226003,"Новый энергетический комплекс Диринг, объединяющий 2 млн кВт для хранения тепловой энергии (проект 1 млн кВт)
Результаты закупок теплового оборудования",Проект интеграции в области хранения фотоэлектрической энергии мощностью 2 млн. кВт (проект 1 млн. кВт),Победитель,Jiangang,¥,China 's New Energy Ltd.,Участник,Чайна инжиниринг лимитед
2022-12-23,CGN-20221020005,Проект LOT83B «Обычные острова и кабельный мост BOP»,Проект LOT83B «Обычный остров» и кабельный кабельный мост BOP,Партнеры,Цзянсухэ,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-06-27,CGN-20221220002,"Закупка оборудования для ветряных турбин в префектурах Гуйчжоу, Хинцзян и шести специальных районах
Результаты","Закупка электрического оборудования для проекта Интернэшнл, Хэнцзян и Шести специальных районов",Информация о кандидатах,Шанхайская электроэнергетическая компания,CNY,Китай и Гуанчжоу покрывают ветроэнергетику,Заказчик,Чайна инжиниринг лимитед
2023-01-30,CGN-202212010003,"75 МВт / 300 МВт / 300 МВт / Синьцзян Синьцзян-Уйгурский энергетический порт с установкой 300 МВт
Результаты в пункте 2",75 МВт / 300 МВт Вт в Синьцзян-Уйгурском энергетическом центре (Синьцзян-Уйгурский стенд) - второй пункт проекта по закупке башни с 300 МВт-энергетическими башнями.,Информация о кандидатах,Шанхайская тайваньская компания,¥,China and China New Energy Tori Ltd,Участник,Чайна инжиниринг лимитед
2023-08-10,CGN-20230627007,Проект по ремонту и ремонту жилых помещений в бассейне реки Янцзы,Менеджер по ремонту и ремонту набережной Бенянцзян,Партнеры,Китайская инженерная компания,RMB,Янцзян энтерпрайз лимитед,Заявители,Чайна инжиниринг лимитед
2023-08-01,CGN-20230504008,Проект по закупке кабельных систем для обеспечения бесперебойного электроснабжения,Закупка кабельных и бесперебойных систем электропитания на острове Бенгоа,Продюсер,Angeles Co.,RMB,Гуандун атомный коммерсант лимитед,Заявители,Чайна инжиниринг лимитед
2023-03-06,CGN-20230117003,Результаты работы реактора CW LOT120A,Контейнер давления реактора LOT120A для проекта CW,Китай,первая китайская тяжелая машиностроительная компания,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-08-09,CGN-20230428002,"Проект «Проект CS по противопожарной проектированию, строительству, приемке и оценке всего процесса»","Проект «Проект CS по противопожарной проектированию, строительству, приемке и оценке всего процесса»",Производитель,China Atomic Engineering Ltd.,юань,Синьхуа,Заявители,Чайна инжиниринг лимитед
2023-01-11,CGN-20221026001,Информация о результатах закупок системы LOT104M (KDN) для блока 1 и 2 проекта AN,Закупка системной сети промышленных данных атомных электростанций LOT104M (KDN) для блока 1 и 2 проекта AN,Разработчик,Siandong Telecom Ltd,CNY,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-01-30,CGN-20220920002-N1,"75 MW300 MWh хранится на 300 МВт ветряной дороги, платформы, Объяснение результатов работ по ремонту ветряных машин и коробок (пункт II) (переторг)","75 MW300 MWh хранится в Синьцзян-Тауне, Синьцзян-Уйгурский энергетический порт с 300 МВт-электростанциями, платформами, ветряными машинами и коробками. Проект Инжиниринг (пункт II) (переторг) (номер тендера: CGN-202209220002-N1)",Производитель,China Electric Co. Ltd.,¥,China and China New Energy Tori Ltd,Участник,Чайна инжиниринг лимитед
2023-09-06,CGN-202307130013,Если 1 миллион ветроэнергетических проектов 35kV закупка электропроводов (пункт 4),Закупка 35кВ для строительства электропровода в рамках проекта 1 млн ветровой энергии (пункт 4),Производитель,China Electric Company,¥,China and China New Energy Sound,Участники торгов,Чайна инжиниринг лимитед
2023-07-26,CGN-202305190017,В 2023 году в рамках проекта Наземный ветер 2023 была закуплена первая партия ветряных комбинаций для централизованной закупки второго пункта плодов,В рамках первого проекта по производству ветряной энергии на суше в 2023 году был закуплен второй сегмент,Инжиниринг инжиниринг,Инжиниринг инжиниринг,"39 550 000,00","Южно-Ветроэнергетическая компания, Гонконг, Китай",Участники торгов,Чайна инжиниринг лимитед
2023-03-22,CGN-20230209003,Проект по закупке клапанов экспериментального оборудования,Закупка клапанов в данном экспериментальном устройстве,Ведущий,О Чжоу,RMB,Китайская академия ядерных исследований,Приглашение,Чайна инжиниринг лимитед
2023-07-28,CGN-202305310010,В 2023 году была собрана третья по счету закупка оборудования для замены коробок (третий пункт: 5-я рота в провинции Хэйлунцзян),Совместимая закупка оборудования для замены коробок в 2023 году (третий пункт: пять рот в провинции Хэйлунцзян),Внутренний маркер,специфичный электроинженер,CNY,5 новых источников энергии,Участники торгов,Чайна инжиниринг лимитед
2023-08-29,CGN-20230625003,В 2023 году Китай и Китай совместно закупили основное устройство (второй пункт: Оборудование Юньнань),В 2023 году в Китае и Китае была собрана третья по счету закупка основного оборудования (пункт 2: Оборудование в Юньнане),Производитель,SandongTai Transformer,¥,China 's Remote,Участник,Чайна инжиниринг лимитед
2022-11-24,CGN-202210110004,Синьцзян-Уйгурский центр комплексного энергорегулирования в рамках проекта по созданию сетей хранения запасов джимонов в Синьцзяне,Закупка в Центре комплексного энергорегулирования в рамках проекта по интеграции запасов джимов в Синьцзян-Уйгурском Синьцзяне,Производитель,Nanjing Control System,¥,Song Kong Guinema,Заказчик,Чайна инжиниринг лимитед
2023-05-18,CGN-202303130006,Проект BJ LOT104L (Платформа контроля за холодными источниками и передовая аппаратура мониторинга),Проект BJ LOT104L (Платформа наблюдения за холодными источниками и устройства для мониторинга передних версий),Информация о кандидатах,Вухань II Институт проектирования судов (Институт 719 China Corp.),CNY,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-08-08,CGN-20230320007,"LF-проекты 5, 6-й блок LOT101Ba (датчики температуры ядерного класса на АЭС)",LOT101Ba (датчики температурного уровня на атомном острове),Разработчик,Jong Kong Institute of Materials,CNY,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-09-08,CGN-202307130015,150 МВт ветроэнергетического проекта EPC,150 МВт ветроэнергетического проекта EPC в префектуре Бен Сяо,Китайский энергетический блок,Анго,CNY,China and China New Energy Singles Ltd,Участники торгов,Чайна инжиниринг лимитед
2023-07-11,CGN-20230316001,Объекты CW и проект BZ LOT130Aa (LOT130Am LOT130An),Предварительные контейнеры для проекта CW и проекта BZ LOT130Aa (LOT130Am LOT130An),Производитель,Шанхайская электростанция,CNY,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-05-07,CGN-202212070002-N1,Объявленные результаты в проекте Оборудование серверов для крепления (переторг),Проект усовершенствования сервера приложений для атомных рельефов (перезаключение),Выпущено,National Nuclear Information Technology Ltd.,CNY,Ляонин Красный Поток,Покупатель,Чайна инжиниринг лимитед
2023-08-25,CGN-202307050013,140 МВт электрического проекта EPC 140 МВт,Генеральный контракт на 140 МВт проект EPC по производству электроэнергии,Компания,Синьцзяна,¥,Синьхуа,Участники торгов,Чайна инжиниринг лимитед
2023-07-26,CGN-202305190016,"В 2023 году в рамках первого этапа проекта по закупке новых энергетических установок наземном ветряном транспорте в Китае были закуплены первые блоки.
плодов",В рамках первого этапа проекта по подвеске ветряных электростанций в 2023 году будет закуплено первое место,Инжиниринг,Тяньцзинь,CNY,"Южно-Ветроэнергетическая компания, Гонконг, Китай",Участники торгов,Чайна инжиниринг лимитед
2023-08-11,CGN-20230628004,"В рамках проекта по закупке новых источников энергии в Гуанси-Синьцзян-Уйгуре, а также проекта по закупке твердых конструкций на дорогах для строительства железнодорожного ветряного электростанции Пение (пункт 1)","Проект по закупке новых источников энергии в Гуанси-Синьцзяне, проект по закупке твердых конструкций на дорогах для железнодорожного вокзала Пение (пункт 1)",Победитель,Инжиниринг,CNY,Чайна Хиросима,Участники торгов,Чайна инжиниринг лимитед
2023-02-28,CGN-202211240006,Проект строительства AD,Проект AD Графический проект,Наименование проекта,"Инжиниринг береговой зоны, Тяньцзинь",RMB,Шэньчжэнь,Приглашение,Чайна инжиниринг лимитед
2023-06-14,CGN-20230329002,"Проект SK LOT40I Стальная плита, дизайн
Циркуляр результатов",В рамках проекта LOT40I для стальных панелей и матрицы,Производитель,Jong Kong Hong,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-05-29,CGN-20230420008,100 МВт наземной топ-инженерной проект топографической съемки в 100 МВт,100 МВт проект по проектированию наземной ветроэнергетики,Китай,Китайская электростроительная группа (ГК),¥,China Southern Co. Ltd. Dun State Company,Участники торгов,Чайна инжиниринг лимитед
2023-08-01,CGN-202303030010-N1,"Закупка 2-го тендерного проекта с использованием теплового компрессора
Циркуляр результатов",Закупка 2-го торга на этот высокотемпературный испытательный испытательный стенд для определения проекта,Производители,Hyundai City,RMB,Чайна инк.,Заявители,Чайна инжиниринг лимитед
2023-01-03,CGN-20221027004,2022 г. - 6-я серия мониторинга и оценки новых источников энергии,Первый абзац шестого серийного контрольного комплекта новой энергии в 2022 году,Производитель,ZTE,¥,Синьхуа,Участники торгов,Чайна инжиниринг лимитед
2023-06-27,CGN-202304240015,"Дороги, платформы для подвески, фундаментальные работы в ветряных машинах
Объяснение результатов","Японский хоккейный храм, Хинпхендо, чайный фонтан и облачный электрический путь, платформа для подвешивания, базовая инженерия ветряной машины.",Китай,Китайская гидроэнергетическая компания V,¥,"Ветроэнергетика, Чайна",Участники торгов,Чайна инжиниринг лимитед
2023-08-24,CGN-20230627004,Краткая информация о результатах закупок по портфелю 2023 года (пункт 2),Закупка матрицы нового энергоблока 2023 года (пункт 2),Победитель,Nintendo Mechanics,¥,Чайна Хиросима,Участники торгов,Чайна инжиниринг лимитед
2023-08-25,CGN-20230710006,2023 - 2024 гг. в матрице ретрансформаторов (2 на юге центральной части),С 2023 по 2024 гг. матрицы ретрансформаторов для новых источников энергии в Китае и Китае (2 шт. на юге центральной части Китая),Производитель,Solar Energy,¥,Чайна Хиросима,Участники торгов,Чайна инжиниринг лимитед
2023-06-13,CGN-202304240012,Ветряная установка 260 МВт ветряной фермы Джилинда Анджези на 260 МВт в Китае объявлена в трех пунктах,"260 МВт ветряная электростанция Джилинда Анджелина, Новая энергетика, 3 шт.",Владельцы,Hong Kong Kong,CNY,Белая энергетика,Покупатель,Чайна инжиниринг лимитед
2023-06-06,CGN-20230307004,"Проект SK LOT150Bb (холодильная установка DEL)
Циркуляр результатов",Данный проект SK LOT150Bb (DEL Холодный гидравлический корпус) для определения промежуточного значения проекта,Победитель,Дон Хэмпшир (Китай) Промышленная компания,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-07-19,CGN-202303030006,Инструкции результатов в рамках проекта по поддержке разработки программного обеспечения для компании IQ,Проект поддержки разработки программного обеспечения компании Интеллектуальная коммерческая деятельность (номер тендера) 202303030006,Производитель,East мягкая группа,"53 520 000,00",компания с ограниченной ответственностью (Шэньчжэнь),Приглашенный,Чайна инжиниринг лимитед
2023-08-22,CGN-202302130006,"Проект расширения ресторана SA электростанции в Порт-о-Пренсе
Циркуляр результатов",Проект расширения ресторана SA на атомной электростанции Порт-о-Пренса,Китай,вторая постройка ядерной промышленности Китая,RMB,Хинси Порт оф энтерпрайз,Заявители,Чайна инжиниринг лимитед
2023-08-30,CGN-20230706007,"Синьцзян-Китайская энергетическая база в Синьцзян-цзян-Уйгурском автономном районе Бачжоу на 1 млн кВт трасс, платформ, ветряной базы
Объяснить результаты 2-й очереди",На базе Синьцзян-Китайского Синьцзян-Уцзян-Уйгурского автономного района Бачжоу 1 млн. кВт.,Производитель,Huawei Construction Engineering Ltd.,CNY,China and China New Energy Sound,Участники торгов,Чайна инжиниринг лимитед
2023-04-12,CGN-202211010003,Закупка услуг по надзору за строительством новой научно-исследовательской базы,Закупка услуг по надзору за строительством новой научно-исследовательской базы в Китае,Инвесторы,Инжиниринг инжиниринг,CNY,Китайская академия ядерных исследований,Приглашение,Чайна инжиниринг лимитед
2023-09-11,CGN-202304130010,"Проект LOT123C для хранения топлива
Циркуляр результатов",Проект LOT123C Склад топлива для проекта LOT123C,Инвесторы,"Гринтрин лимитед, Гринпис, ядерно-промышленная промышленность, Цзянсу",RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-06-16,CGN-20230510003,"50 МВт ветряная дорожная площадка, платформа, ветряная база и коробка
Результаты","50 МВт ветряная дорожная площадка, платформа, ветряная база и коробка в южном порту Гуанси",Инжиниринг,Гуанси Юнчэн,¥,"Южно-Ветроэнергетическая компания, Гонконг, Китай",Участники торгов,Чайна инжиниринг лимитед
2023-06-28,CGN-20230423005,120 000 кВт фотоэлектрического проекта EPC,"120 000 кВт фотоэлектрического проекта EPC, CGN-проект 202304230005",Китай,Китайская электростроительная группа China Television Institute,¥,Синьхуа,Участники торгов,Чайна инжиниринг лимитед
2023-06-14,CGN-202303280009,Проект SK LOT130Fb,Устройство улавливания типа LOT130Fb для проекта SK,Производитель,Jianzsu Jong Kong,RMB,Чайна инжиниринг лимитед,Заявители,Чайна инжиниринг лимитед
2023-08-11,CGN-20230614002,Закупка новых источников энергии на открытом воздухе в 2023 году (пункт 2),"Закупка рамочной программы AIS 2023 года (второй пункт) (Конференция No: CGN-CGN)
20230614002), в рамках проекта были определены следующие участники:",Информация о кандидатах,Santone Tech,CNY,Чайна энтропия,Приглашение,Чайна инжиниринг лимитед
2023-02-03,CGN-20221220005,"Закупка ретрансформаторов в 2022 году - Гань Цзяна, Гиллинданя, Синьцзян 34
Показать результаты в проекте 2-й серии ↑","В 2022 году Китай и Китай закупили реверсивные реакторы - Гань Цзяна, Джилинданя, 2-я дивизия Синьцзяна, 34-й полк Юньнань
Уездный проект 2-го цикла",Победитель,China Digital,¥,CAO,Заказчик,Чайна инжиниринг лимитед
2023-02-20,CGN-20221128002,"480 МВт ветряная электростанция 220 кВ в Западном секторе
35kV Электропровод, установка коробки, маркировка результатов","480 МВт ветряная электростанция 220 кВ в Западном секторе, 35 кВ-электрическая линия,
Пункт установки коробки",Китай,Китайская компания по ограниченной ответственности за электроэнергию,¥,China's Extended Energy,Участник,Чайна инжиниринг лимитед
2023-08-07,CGN-202305170003-N1,"Информация о результатах торгов на 2-й тендер на закупку CRF-масляной системы Красная река, 1-2",2-й тендер на закупку CRF-масляной системы на борту двигателя CRF 1-2 компании Красная река (номер тендера: CGN-202305170003-N1),Ведущий,Спички (Шэньчжэнь),CNY,Ляонин Красный Поток,Покупатель,Чайна инжиниринг лимитед
